"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"354",11,"Houston Texans",HOU,"DST29","10","2 out of 5 stars","-21"
"355",11,"Harrison Bryant",CLE,"TE43","13","2 out of 5 stars","-"
"356",11,"David Njoku",CLE,"TE44","13","2 out of 5 stars","-"
"357",11,"Dan Bailey",FA,"K30","-","-","-"
"358",11,"Drew Sample",CIN,"TE45","10","2 out of 5 stars","-"
"359",11,"Jake Funk",LAR,"RB100","11","4 out of 5 stars","-20"
"360",11,"Jalen Guyton",LAC,"WR118","7","3 out of 5 stars","+2"
"361",11,"Adam Humphries",WAS,"WR119","9","3 out of 5 stars","-40"
"362",11,"Steven Sims Jr.",WAS,"WR120","9","3 out of 5 stars","-"
"363",11,"Tutu Atwell",LAR,"WR121","11","5 out of 5 stars","-52"
"364",11,"Adrian Peterson",FA,"RB101","-","-","+12"
"365",11,"Randy Bullock",DET,"K31","9","5 out of 5 stars","-5"
"366",11,"Sam Sloman",PIT,"K32","7","2 out of 5 stars","-"
"367",11,"Deonte Harris",NO,"WR122","6","4 out of 5 stars","-35"
"368",11,"Elijah Mitchell",SF,"RB102","6","3 out of 5 stars","-116"
"369",11,"Cordarrelle Patterson",ATL,"WR123","6","4 out of 5 stars","-102"
"370",11,"Tyler Conklin",MIN,"TE46","7","2 out of 5 stars","-"
"371",11,"Mike Boone",DEN,"RB103","11","5 out of 5 stars","-66"
"372",11,"Albert Okwuegbunam",DEN,"TE47","11","4 out of 5 stars","+20"
"373",11,"Dede Westbrook",MIN,"WR124","7","3 out of 5 stars","-"
"374",11,"Tylan Wallace",BAL,"WR125","8","2 out of 5 stars","-"
"375",11,"Jacob Hollister",BUF,"TE48","7","2 out of 5 stars","-"
"376",11,"Chris Thompson",FA,"RB104","-","-","-"
"377",11,"Tyler Johnson",TB,"WR126","9","2 out of 5 stars","-4"
"378",11,"Quez Watkins",PHI,"WR127","14","3 out of 5 stars","-"
"379",11,"Detroit Lions",DET,"DST30","9","5 out of 5 stars","-22"
"380",11,"Nick Folk",NE,"K33","14","4 out of 5 stars","-136"
"381",11,"Las Vegas Raiders",LV,"DST31","8","4 out of 5 stars","-"
"382",11,"Cameron Brate",TB,"TE49","9","3 out of 5 stars","-"
"383",11,"Cincinnati Bengals",CIN,"DST32","10","3 out of 5 stars","-"
"384",11,"Dez Fitzpatrick",TEN,"WR128","13","3 out of 5 stars","-18"
"385",11,"Collin Johnson",JAC,"WR129","7","5 out of 5 stars","-"
"386",12,"Tyler Kroft",NYJ,"TE50","6","3 out of 5 stars","-"
"387",12,"Chris Evans",CIN,"RB105","10","3 out of 5 stars","-29"
"388",12,"Kylin Hill",GB,"RB106","13","0 out of 5 stars","-"
"389",12,"Antonio Gandy-Golden",WAS,"WR130","9","3 out of 5 stars","-36"
"390",12,"Chris Conley",HOU,"WR131","10","3 out of 5 stars","-19"
"391",12,"Brevin Jordan",HOU,"TE51","10","4 out of 5 stars","-"
"392",12,"Devin Duvernay",BAL,"WR132","8","2 out of 5 stars","-"
"393",12,"Evan McPherson",CIN,"K34","10","1 out of 5 stars","-81"
"394",12,"Royce Freeman",DEN,"RB107","11","5 out of 5 stars","-108"
"395",12,"Tyler Eifert",FA,"TE52","-","-","-"
"396",12,"Jacob Eason",IND,"QB39","14","4 out of 5 stars","-11"
"397",12,"James O'Shaughnessy",JAC,"TE53","7","4 out of 5 stars","-"
"398",12,"Jalen Hurd",SF,"WR133","6","5 out of 5 stars","-"
"399",12,"Jaret Patterson",WAS,"RB108","9","3 out of 5 stars","-11"
"400",12,"Maxx Williams",ARI,"TE54","12","2 out of 5 stars","-"
"401",12,"David Moore",CAR,"WR134","13","5 out of 5 stars","-75"
"402",12,"Golden Tate",FA,"WR135","-","-","-"
"403",12,"Auden Tate",CIN,"WR136","10","2 out of 5 stars","-"
"404",12,"Cornell Powell",KC,"WR137","12","3 out of 5 stars","-9"
"405",12,"Jordan Love",GB,"QB40","13","2 out of 5 stars","-35"
"406",12,"Tony Jones Jr.",NO,"RB109","6","2 out of 5 stars","-"
"407",12,"Greg Joseph",MIN,"K35","7","0 out of 5 stars","-"
"408",12,"Larry Fitzgerald",FA,"WR138","-","-","-"
"409",12,"Jacob Harris",LAR,"TE55","11","2 out of 5 stars","-"
"410",12,"Ihmir Smith-Marsette",MIN,"WR139","7","3 out of 5 stars","-"
"411",12,"Tucker McCann",TEN,"K36","13","2 out of 5 stars","-34"
"412",12,"Danny Amendola",FA,"WR140","-","-","-"
"413",12,"Davis Mills",HOU,"QB41","10","4 out of 5 stars","-"
"414",12,"Foster Moreau",LV,"TE56","8","4 out of 5 stars","-"
"415",12,"Albert Wilson",MIA,"WR141","14","3 out of 5 stars","-31"
"416",12,"Geoff Swaim",TEN,"TE57","13","2 out of 5 stars","-"
"417",12,"Cam Sims",WAS,"WR142","9","3 out of 5 stars","-54"
"418",12,"Khalil Herbert",CHI,"RB110","10","3 out of 5 stars","-"
"419",12,"Dare Ogunbowale",JAC,"RB111","7","4 out of 5 stars","-"
"420",12,"Darwin Thompson",KC,"RB112","12","4 out of 5 stars","-"
"421",12,"Sam Ficken",TEN,"K37","13","2 out of 5 stars","-131"
"422",12,"Kyle Juszczyk",SF,"RB113","6","3 out of 5 stars","-"
"423",12,"Willie Snead IV",LV,"WR143","8","1 out of 5 stars","-"
"424",12,"Alex Collins",SEA,"RB114","9","1 out of 5 stars","-"
"425",12,"Taylor Heinicke",WAS,"QB42","9","4 out of 5 stars","-"
"426",12,"Gardner Minshew II",JAC,"QB43","7","4 out of 5 stars","-"
"427",12,"Devin Funchess",GB,"WR144","13","1 out of 5 stars","-89"
"428",12,"Jace Sternberger",GB,"TE58","13","3 out of 5 stars","-"
"429",12,"Kylen Granson",IND,"TE59","14","4 out of 5 stars","-"
"430",12,"Damiere Byrd",CHI,"WR145","10","3 out of 5 stars","-63"
"431",12,"Gerrid Doaks",MIA,"RB115","14","4 out of 5 stars","-"
"432",12,"Cedrick Wilson",DAL,"WR146","7","1 out of 5 stars","-"
"433",12,"Bryce Love",FA,"RB116","-","-","-"
"434",12,"Nick Boyle",BAL,"TE60","8","4 out of 5 stars","-"
"435",12,"Trayveon Williams",CIN,"RB117","10","3 out of 5 stars","-"
"436",12,"Kahale Warring",NE,"TE61","14","5 out of 5 stars","-"
"437",12,"Mohamed Sanu",SF,"WR147","6","5 out of 5 stars","-"
"438",12,"Darren Fells",DET,"TE62","9","4 out of 5 stars","-"
"439",12,"Ryan Griffin",NYJ,"TE63","6","3 out of 5 stars","-"
"440",12,"Hunter Long",MIA,"TE64","14","4 out of 5 stars","-"
"441",12,"Dazz Newsome",CHI,"WR148","10","3 out of 5 stars","-63"
"442",12,"Anthony Schwartz",CLE,"WR149","13","1 out of 5 stars","-68"
"443",12,"Isaiah McKenzie",BUF,"WR150","7","3 out of 5 stars","-"
"444",12,"Richie James Jr.",SF,"WR151","6","5 out of 5 stars","-"
"445",12,"Mitchell Trubisky",BUF,"QB44","7","1 out of 5 stars","-55"
"446",12,"Freddie Swain",SEA,"WR152","9","1 out of 5 stars","-"
"447",12,"Alshon Jeffery",FA,"WR153","-","-","-"
"448",12,"Ty Montgomery",NO,"RB118","6","2 out of 5 stars","-73"
"449",12,"Chad Beebe",MIN,"WR154","7","3 out of 5 stars","-56"
"450",12,"Tommy Tremble",CAR,"TE65","13","4 out of 5 stars","-"
"451",12,"Kelvin Harmon",WAS,"WR155","9","3 out of 5 stars","-"
"452",12,"Juwan Johnson",NO,"WR156","6","4 out of 5 stars","-"
"453",12,"Marcus Mariota",LV,"QB45","8","3 out of 5 stars","-102"
"454",12,"Devine Ozigbo",JAC,"RB119","7","4 out of 5 stars","-"
"455",12,"Noah Gray",KC,"TE66","12","3 out of 5 stars","-"
"456",12,"Frank Darby",ATL,"WR157","6","4 out of 5 stars","-"
"457",12,"Kene Nwangwu",MIN,"RB120","7","3 out of 5 stars","-"
"458",12,"Lil'Jordan Humphrey",NO,"WR158","6","4 out of 5 stars","-"
"459",12,"Jeremy McNichols",TEN,"RB121","13","3 out of 5 stars","-"
"460",13,"Nick Vannett",NO,"TE67","6","4 out of 5 stars","-"
"461",13,"Marquise Goodwin",CHI,"WR159","10","3 out of 5 stars","-111"
"462",13,"Equanimeous St. Brown",GB,"WR160","13","1 out of 5 stars","-"
"463",13,"Tre' McKitty",LAC,"TE68","7","3 out of 5 stars","-"
"464",13,"Brycen Hopkins",LAR,"TE69","11","2 out of 5 stars","-"
"465",13,"Devonta Freeman",NO,"RB122","6","2 out of 5 stars","-"
"466",13,"Simi Fehoko",DAL,"WR161","7","1 out of 5 stars","-"
"467",13,"Richard Rodgers",PHI,"TE70","14","3 out of 5 stars","-"
"468",13,"Braxton Berrios",NYJ,"WR162","6","4 out of 5 stars","-"
"469",13,"D'Ernest Johnson",CLE,"RB123","13","4 out of 5 stars","-"
"470",13,"Trey Burton",FA,"TE71","-","-","-"
"471",13,"Patrick Ricard",BAL,"RB124","8","4 out of 5 stars","-"
"472",13,"Chris Manhertz",JAC,"TE72","7","4 out of 5 stars","-"
"473",13,"Tim Tebow",JAC,"TE73","7","4 out of 5 stars","-212"
"474",13,"Adam Shaheen",MIA,"TE74","14","4 out of 5 stars","-"
"475",13,"John Hightower",PHI,"WR163","14","3 out of 5 stars","-"
"476",13,"Travis Homer",SEA,"RB125","9","1 out of 5 stars","-"
"477",13,"Chase McLaughlin",CLE,"K38","13","2 out of 5 stars","-"
"478",13,"J.J. Arcega-Whiteside",PHI,"WR164","14","3 out of 5 stars","-"
"479",13,"Ross Dwelley",SF,"TE75","6","4 out of 5 stars","-"
"480",13,"Raymond Calais",LAR,"RB126","11","4 out of 5 stars","-"
"481",13,"Johnny Mundt",LAR,"TE76","11","2 out of 5 stars","-"
"482",13,"Blake Bell",KC,"TE77","12","3 out of 5 stars","-"
"483",13,"Pharaoh Brown",HOU,"TE78","10","4 out of 5 stars","-"
"484",13,"Darrell Daniels",ARI,"TE79","12","2 out of 5 stars","-"
"485",13,"Demetric Felton",CLE,"WR165","13","1 out of 5 stars","-113"
"486",13,"Durham Smythe",MIA,"TE80","14","4 out of 5 stars","-"
"487",13,"Frank Gore",FA,"RB127","-","-","-"
"488",13,"Jakeem Grant Sr.",MIA,"WR166","14","3 out of 5 stars","-"
"489",13,"Seth Williams",DEN,"WR167","11","4 out of 5 stars","-"
"490",13,"Marcedes Lewis",GB,"TE81","13","3 out of 5 stars","-"
"491",13,"Keith Smith",ATL,"RB128","6","2 out of 5 stars","-"
"492",13,"D'Onta Foreman",ATL,"RB129","6","2 out of 5 stars","-161"
"493",13,"Christian Blake",ATL,"WR168","6","4 out of 5 stars","-"
"494",13,"Josh Oliver",BAL,"TE82","8","4 out of 5 stars","-"
"495",13,"Alec Ingold",LV,"RB130","8","2 out of 5 stars","-"
"496",13,"Cade Johnson",SEA,"WR169","9","1 out of 5 stars","-"
"497",13,"Kalif Raymond",DET,"WR170","9","1 out of 5 stars","-"
"498",13,"Cameron Batson",TEN,"WR171","13","3 out of 5 stars","-"
"499",13,"Sage Surratt",DET,"WR172","9","1 out of 5 stars","-"
"500",13,"Marquez Stevenson",BUF,"WR173","7","3 out of 5 stars","-"
"501",13,"Phillip Dorsett II",JAC,"WR174","7","5 out of 5 stars","-"
"502",13,"Gunner Olszewski",NE,"WR175","14","4 out of 5 stars","-"
"503",13,"Javon Wims",CHI,"WR176","10","3 out of 5 stars","-"
"504",13,"C.J. Ham",MIN,"RB131","7","3 out of 5 stars","-"
"505",13,"Zay Jones",LV,"WR177","8","1 out of 5 stars","-"
"506",13,"J.J. Taylor",NE,"RB132","14","3 out of 5 stars","-"
"507",13,"Michael Burton",KC,"RB133","12","4 out of 5 stars","-"
"508",13,"Jakob Johnson",NE,"RB134","14","3 out of 5 stars","-"
"509",13,"Kenny Stills",BUF,"WR178","7","3 out of 5 stars","-"
"510",13,"Ray-Ray McCloud",PIT,"WR179","7","2 out of 5 stars","-"
"511",13,"Jaylen Samuels",PIT,"RB135","7","5 out of 5 stars","-"
"512",13,"Ryan Izzo",HOU,"TE83","10","4 out of 5 stars","-"
"513",13,"Antonio Callaway",KC,"WR180","12","3 out of 5 stars","-"
"514",13,"Hunter Bryant",DET,"TE84","9","4 out of 5 stars","-"
"515",13,"Ameer Abdullah",MIN,"RB136","7","3 out of 5 stars","-180"
"516",13,"Mike Strachan",IND,"WR181","14","5 out of 5 stars","-"
"517",13,"John Bates",WAS,"TE85","9","3 out of 5 stars","-"
"518",13,"Lee Smith",ATL,"TE86","6","2 out of 5 stars","-"
"519",13,"Kaden Smith",NYG,"TE87","10","3 out of 5 stars","-"
"520",13,"Derek Carrier",LV,"TE88","8","4 out of 5 stars","-"
"521",13,"Sam Ehlinger",IND,"QB46","14","4 out of 5 stars","-"
"522",13,"Phillip Walker",CAR,"QB47","13","4 out of 5 stars","-"
"523",13,"Kenny Yeboah",NYJ,"TE89","6","3 out of 5 stars","-"
"524",13,"Alex Armah",NO,"RB137","6","2 out of 5 stars","-"
"525",13,"Jonathan Ward",ARI,"RB138","12","3 out of 5 stars","-"
"526",13,"Tommy Sweeney",BUF,"TE90","7","2 out of 5 stars","-"
"527",13,"Corey Clement",NYG,"RB139","10","2 out of 5 stars","-145"
"528",13,"Andrew Jacas",SF,"K39","6","4 out of 5 stars","-"
"529",13,"KeeSean Johnson",ARI,"WR182","12","2 out of 5 stars","-"
"530",13,"Devin Asiasi",NE,"TE91","14","5 out of 5 stars","-"
"531",13,"Jaeden Graham",ATL,"TE92","6","2 out of 5 stars","-"
"532",13,"Dedrick Mills",DET,"RB140","9","0 out of 5 stars","-"
"533",13,"Jamal Agnew",JAC,"WR183","7","5 out of 5 stars","-"
"534",13,"Antony Auclair",HOU,"TE93","10","4 out of 5 stars","-"
"535",13,"Trenton Cannon",CAR,"RB141","13","2 out of 5 stars","-"
"536",13,"Trent Sherfield",SF,"WR184","6","5 out of 5 stars","-"
"537",13,"K.J. Osborn",MIN,"WR185","7","3 out of 5 stars","-"
"538",13,"Jaelon Darden",TB,"WR186","9","2 out of 5 stars","-"
"539",13,"Khari Blasingame",TEN,"RB142","13","3 out of 5 stars","-"
"540",13,"Aldrick Rosas",NO,"K40","6","4 out of 5 stars","-"
"541",13,"Alex Erickson",HOU,"WR187","10","3 out of 5 stars","-"
"542",13,"Tajae Sharpe",ATL,"WR188","6","4 out of 5 stars","-"
"543",13,"LeSean McCoy",FA,"RB143","-","-","-"
"544",13,"Ashton Dulin",IND,"WR189","14","5 out of 5 stars","-"
"545",13,"Stephen Anderson",LAC,"TE94","7","3 out of 5 stars","-198"
"546",13,"Jauan Jennings",SF,"WR190","6","5 out of 5 stars","-"
"547",13,"Farrod Green",IND,"TE95","14","4 out of 5 stars","-"
"548",13,"Theo Riddick",LV,"RB144","8","2 out of 5 stars","-"
"549",13,"Garrett Gilbert",DAL,"QB48","7","2 out of 5 stars","-"
"550",13,"Riley Ridley",CHI,"WR191","10","3 out of 5 stars","-"
"551",13,"Jared Pinkney",TEN,"TE96","13","2 out of 5 stars","-"
"552",13,"Ben Skowronek",LAR,"WR192","11","5 out of 5 stars","-"
"553",13,"Quinn Nordin",NE,"K41","14","4 out of 5 stars","-"
"554",13,"Jeremy Sprinkle",DAL,"TE97","7","2 out of 5 stars","-"
"555",13,"Chris Hogan",NO,"WR193","6","4 out of 5 stars","-"
"556",13,"Luke Farrell",JAC,"TE98","7","4 out of 5 stars","-"
"557",13,"Zach Davidson",MIN,"TE99","7","2 out of 5 stars","-"
"558",13,"Garrett Griffin",NO,"TE100","6","4 out of 5 stars","-"
"559",13,"K.J. Hill Jr.",LAC,"WR194","7","3 out of 5 stars","-"
"560",13,"Kawaan Baker",NO,"WR195","6","4 out of 5 stars","-"
"561",13,"Isaiah Coulter",CHI,"WR196","10","3 out of 5 stars","-"
"562",13,"Otis Anderson Jr.",LAR,"RB145","11","4 out of 5 stars","-"
"563",13,"Brandon Bolden",NE,"RB146","14","3 out of 5 stars","-"
"564",13,"Dalton Keene",NE,"TE101","14","5 out of 5 stars","-"
"565",14,"Andre Roberts",HOU,"WR197","10","3 out of 5 stars","-"
"566",14,"Antonio Williams",BUF,"RB147","7","3 out of 5 stars","-"
"567",14,"KhaDarel Hodge",CLE,"WR198","13","1 out of 5 stars","-"
"568",14,"Sammis Reyes",WAS,"TE102","9","3 out of 5 stars","-"
"569",14,"Diontae Spencer",DEN,"WR199","11","4 out of 5 stars","-"
"570",14,"Mike Thomas",CIN,"WR200","10","2 out of 5 stars","-"
"571",14,"Ricky Seals-Jones",WAS,"TE103","9","3 out of 5 stars","-"
"572",14,"Jordan Thomas",IND,"TE104","14","4 out of 5 stars","-"
"573",14,"Brandon Powell",BUF,"WR201","7","3 out of 5 stars","-"
"574",14,"Joe Reed",LAC,"WR202","7","3 out of 5 stars","-"
"575",14,"James Proche",BAL,"WR203","8","2 out of 5 stars","-"
"576",14,"Reggie Gilliam",BUF,"RB148","7","3 out of 5 stars","-"
"577",14,"JaMycal Hasty",SF,"RB149","6","3 out of 5 stars","-"
"578",14,"Zach Gentry",PIT,"TE105","7","5 out of 5 stars","-"
"579",14,"C.J. Board",NYG,"WR204","10","3 out of 5 stars","-"
"580",14,"Chester Rogers",TEN,"WR205","13","3 out of 5 stars","-"
"581",14,"Kellen Mond",MIN,"QB49","7","3 out of 5 stars","-"
"582",14,"Marvin Hall",NE,"WR206","14","4 out of 5 stars","-"
"583",14,"Marcus Kemp",KC,"WR207","12","3 out of 5 stars","-"
"584",14,"Penny Hart",SEA,"WR208","9","1 out of 5 stars","-"
"585",14,"MyCole Pruitt",SF,"TE106","6","4 out of 5 stars","-"
"586",14,"Charlie Woerner",SF,"TE107","6","4 out of 5 stars","-"
"587",14,"Ross Travis",ARI,"TE108","12","2 out of 5 stars","-"
"588",14,"Pharoh Cooper",JAC,"WR209","7","5 out of 5 stars","-"
"589",14,"Justin Watson",TB,"WR210","9","2 out of 5 stars","-"
"590",14,"Trishton Jackson",LAR,"WR211","11","5 out of 5 stars","-"
"591",14,"Kendall Blanton",LAR,"TE109","11","2 out of 5 stars","-"
"592",14,"Ben Mason",BAL,"RB150","8","4 out of 5 stars","-"
"593",14,"Connor Wedington",SEA,"WR212","9","1 out of 5 stars","-"
"594",14,"Damion Ratley",DET,"WR213","9","1 out of 5 stars","-"
"595",14,"Cethan Carter",MIA,"TE110","14","4 out of 5 stars","-"
"596",14,"Aaron Fuller",SEA,"WR214","9","1 out of 5 stars","-"
"597",14,"Colby Parkinson",SEA,"TE111","9","1 out of 5 stars","-"
"598",14,"Geronimo Allison",DET,"WR215","9","1 out of 5 stars","-"
"599",14,"Andy Janovich",CLE,"RB151","13","4 out of 5 stars","-"
"600",14,"Chris Moore",HOU,"WR216","10","3 out of 5 stars","-"
"601",14,"Cody Thompson",SEA,"WR217","9","1 out of 5 stars","-"
"602",14,"Chris Naggar",NYJ,"K42","6","5 out of 5 stars","-"
"603",14,"Eric Saubert",DEN,"TE112","11","4 out of 5 stars","-"
"604",14,"Racey McMath",TEN,"WR218","13","3 out of 5 stars","-"
"605",14,"Brandon Dillon",MIN,"TE113","7","2 out of 5 stars","-"
"606",14,"Nick Keizer",KC,"TE114","12","3 out of 5 stars","-"
"607",14,"Daurice Fountain",KC,"WR219","12","3 out of 5 stars","-"
"608",14,"Matt Bushman",LV,"TE115","8","4 out of 5 stars","-"
"609",14,"Josiah Deguara",GB,"TE116","13","3 out of 5 stars","-"
"610",14,"Alex Ellis",LV,"TE117","8","4 out of 5 stars","-"
"611",14,"Nick Bowers",LV,"TE118","8","4 out of 5 stars","-"
"612",14,"Shi Smith",CAR,"WR220","13","5 out of 5 stars","-248"
"613",14,"Noah Brown",DAL,"WR221","7","1 out of 5 stars","-"
"614",14,"Devin Smith",NE,"WR222","14","4 out of 5 stars","-234"
"615",14,"Dalton Schoen",KC,"WR223","12","3 out of 5 stars","-"
"616",14,"Isaiah Zuber",NE,"WR224","14","4 out of 5 stars","-"
"617",14,"Pooka Williams Jr.",CIN,"RB152","10","3 out of 5 stars","-345"
"618",14,"Dontrell Hilliard",HOU,"RB153","10","4 out of 5 stars","-"
"619",14,"Taywan Taylor",HOU,"WR225","10","3 out of 5 stars","-"
"620",14,"Ben Ellefson",JAC,"TE119","7","4 out of 5 stars","-"
"621",14,"Maurice Ffrench",KC,"WR226","12","3 out of 5 stars","-"
"622",14,"Travis Benjamin",SF,"WR227","6","5 out of 5 stars","-"
"623",14,"Dax Milne",WAS,"WR228","9","3 out of 5 stars","-"
"624",14,"Kyle Trask",TB,"QB50","9","2 out of 5 stars","-"
"625",14,"Isaiah Wright",WAS,"WR229","9","3 out of 5 stars","-"
"626",14,"Kevin White",NO,"WR230","6","4 out of 5 stars","-"
"627",14,"Marcus Johnson",TEN,"WR231","13","3 out of 5 stars","-"
"628",14,"J.J. Koski",LAR,"WR232","11","5 out of 5 stars","-"
"629",14,"T.J. Yeldon",FA,"RB154","-","-","-"
"630",14,"Alize Mack",DET,"TE120","9","4 out of 5 stars","-"
"631",14,"Antonio Nunn",ATL,"WR233","6","4 out of 5 stars","-"
"632",14,"Chris Rowland",ATL,"WR234","6","4 out of 5 stars","-"
"633",14,"Jeremiah Haydel",LAR,"WR235","11","5 out of 5 stars","-"
"634",14,"Juwan Green",ATL,"WR236","6","4 out of 5 stars","-"
"635",14,"DaeSean Hamilton",DEN,"WR237","11","4 out of 5 stars","-"
"636",14,"Stephen Sullivan",CAR,"TE121","13","4 out of 5 stars","-"
"637",14,"Austin Trammell",ATL,"WR238","6","4 out of 5 stars","-"
"638",14,"Rico Dowdle",DAL,"RB155","7","2 out of 5 stars","-"
"639",14,"Brock Wright",DET,"TE122","9","4 out of 5 stars","-"
"640",14,"Whop Philyor",MIN,"WR239","7","3 out of 5 stars","-"
"641",14,"Dan Chisena",MIN,"WR240","7","3 out of 5 stars","-"
"642",14,"Myron Mitchell",MIN,"WR241","7","3 out of 5 stars","-"
"643",14,"Patrick Laird",MIA,"RB156","14","4 out of 5 stars","-"
"644",14,"Austin Proehl",LAC,"WR242","7","3 out of 5 stars","-"
"645",14,"Austin Fort",DEN,"TE123","11","4 out of 5 stars","-"
"646",14,"Thaddeus Moss",CIN,"TE124","10","2 out of 5 stars","-"
"647",14,"Lamar Miller",WAS,"RB157","9","3 out of 5 stars","-"
"648",14,"Mitchell Wilcox",CIN,"TE125","10","2 out of 5 stars","-"
"649",14,"Rodney Smith",CAR,"RB158","13","2 out of 5 stars","-"
"650",14,"John Hurst",LAC,"WR243","7","3 out of 5 stars","-"
"651",14,"Reggie Bonnafon",CAR,"RB159","13","2 out of 5 stars","-"
"652",14,"Easop Winston Jr.",NO,"WR244","6","4 out of 5 stars","-265"
"653",14,"Chad Henne",KC,"QB51","12","4 out of 5 stars","-"
"654",14,"Gary Brightwell",NYG,"RB160","10","2 out of 5 stars","-"
"655",14,"Shane Zylstra",MIN,"TE126","7","2 out of 5 stars","-"
"656",14,"Jacques Patrick",CIN,"RB161","10","3 out of 5 stars","-"
"657",14,"Mason Schreck",CIN,"TE127","10","2 out of 5 stars","-"
"658",14,"Trenton Irwin",CIN,"WR245","10","2 out of 5 stars","-"
"659",14,"Blake Proehl",MIN,"WR246","7","3 out of 5 stars","-"
"660",14,"Trent Taylor",CIN,"WR247","10","2 out of 5 stars","-"
"661",14,"Trevon Wesco",NYJ,"TE128","6","3 out of 5 stars","-"
"662",14,"Tyler Mabry",SEA,"TE129","9","1 out of 5 stars","-"
"663",14,"J.P. Holtz",CHI,"TE130","10","1 out of 5 stars","-"
"664",14,"Ethan Wolf",NO,"TE131","6","4 out of 5 stars","-"
"665",14,"Chad Williams",KC,"WR248","12","3 out of 5 stars","-"
"666",14,"Marcell Ateman",LV,"WR249","8","1 out of 5 stars","-"
"667",14,"Temarrick Hemingway",WAS,"TE132","9","3 out of 5 stars","-"
"668",14,"Caleb Huntley",ATL,"RB162","6","2 out of 5 stars","-"
"669",14,"Jacoby Brissett",MIA,"QB52","14","4 out of 5 stars","-"
"670",14,"Jordan Franks",CLE,"TE133","13","2 out of 5 stars","-"
"671",14,"Lawrence Cager",NYJ,"WR250","6","4 out of 5 stars","-"
"672",14,"Deon Cain",BAL,"WR251","8","2 out of 5 stars","-"
"673",14,"Jason Moore",LAC,"WR252","7","3 out of 5 stars","-"
"674",14,"Johnny Stanton",CLE,"RB163","13","4 out of 5 stars","-"
"675",14,"DeAndre Carter",WAS,"WR253","9","3 out of 5 stars","-"
"676",14,"Kevin Rader",PIT,"TE134","7","5 out of 5 stars","-"
"677",14,"Daniel Brown",NYJ,"TE135","6","3 out of 5 stars","-"
"678",14,"Tony Poljan",BAL,"TE136","8","4 out of 5 stars","-"
"679",14,"Malik Turner",DAL,"WR254","7","1 out of 5 stars","-"
"680",14,"Mike Glennon",NYG,"QB53","10","4 out of 5 stars","-"
"681",14,"Kendall Hinton",DEN,"WR255","11","4 out of 5 stars","-"
"682",14,"Tyrone Swoopes",WAS,"TE137","9","3 out of 5 stars","-"
"683",14,"Jack Stoll",PHI,"TE138","14","3 out of 5 stars","-"
"684",14,"John Raine",ATL,"TE139","6","2 out of 5 stars","-"
"685",14,"Tony Brooks-James",PIT,"RB164","7","5 out of 5 stars","-"
"686",15,"Colin Thompson",CAR,"TE140","13","4 out of 5 stars","-"
"687",15,"Mekhi Sargent",TEN,"RB165","13","3 out of 5 stars","-"
"688",15,"Fred Brown",TEN,"WR256","13","3 out of 5 stars","-"
"689",15,"Derek Watt",PIT,"RB166","7","5 out of 5 stars","-"
"690",15,"J.J. Nelson",IND,"WR257","14","5 out of 5 stars","-"
"691",15,"Chase Daniel",LAC,"QB54","7","2 out of 5 stars","-"
"692",15,"Giovanni Ricci",CAR,"TE141","13","4 out of 5 stars","-"
"693",15,"Dominique Dafney",GB,"TE142","13","3 out of 5 stars","-"
"694",15,"T.J. Vasher",DAL,"WR258","7","1 out of 5 stars","-"
"695",15,"DJ Turner",LV,"WR259","8","1 out of 5 stars","-"
"696",15,"Jalen Camp",JAC,"WR260","7","5 out of 5 stars","-"
"697",15,"Jarrett Stidham",NE,"QB55","14","5 out of 5 stars","-"
"698",15,"Dillon Stoner",LV,"WR261","8","1 out of 5 stars","-"
"699",15,"Brandon Smith",DAL,"WR262","7","1 out of 5 stars","-"
"700",15,"Aaron Parker",DAL,"WR263","7","1 out of 5 stars","-"
"701",15,"Osirus Mitchell",DAL,"WR264","7","1 out of 5 stars","-"
"702",15,"Johnnie Dixon",DAL,"WR265","7","1 out of 5 stars","-"
"703",15,"Keelan Doss",LV,"WR266","8","1 out of 5 stars","-"
"704",15,"Jaylon Moore",BAL,"WR267","8","2 out of 5 stars","-"
"705",15,"Stephen Guidry",DAL,"WR268","7","1 out of 5 stars","-"
"706",15,"Tre Nixon",NE,"WR269","14","4 out of 5 stars","-"
"707",15,"Dante Pettis",NYG,"WR270","10","3 out of 5 stars","-"
"708",15,"Malcolm Perry",MIA,"WR271","14","3 out of 5 stars","-"
"709",15,"Devin Gray",BAL,"WR272","8","2 out of 5 stars","-"
"710",15,"Nate Becker",BUF,"TE143","7","2 out of 5 stars","-"
"711",15,"Brandon Allen",CIN,"QB56","10","2 out of 5 stars","-"
"712",15,"Brandon Zylstra",CAR,"WR273","13","5 out of 5 stars","-"
"713",15,"Mason Rudolph",PIT,"QB57","7","4 out of 5 stars","-"
"714",15,"Dwayne Haskins",PIT,"QB58","7","4 out of 5 stars","-"
"715",15,"Tyrie Cleveland",DEN,"WR274","11","4 out of 5 stars","-"
"716",15,"Isaiah Hodgins",BUF,"WR275","7","3 out of 5 stars","-"
"717",15,"Andre Baccellia",ARI,"WR276","12","2 out of 5 stars","-"
